Survey ResponseID,Recency,Frequency,Monetary,AveragePurchaseValue,CustomerLifespan,MeanDaysBetweenPurchases,LogFutureCLV
R_2z5SzAhTBlLEuu2,0,124,2775.33,22.381693548387098,1456,11.741935483870968,5.311677718249873
R_2z6ASEYEd1PP5Hu,3,132,4838.87,36.65810606060606,1438,10.893939393939394,7.781497526810336
R_2z6CfD8uNaRHIj6,34,33,604.09,18.30575757575758,349,10.575757575757576,4.463952184072554
R_2z6HVYTxer7XO12,1,287,4509.94,15.714076655052263,1391,4.846689895470384,7.55737367998226
R_2z6LiVVvQldVrWh,1,284,5682.78,20.009788732394366,1440,5.070422535211268,8.405673748442828
R_2z6pmWToR0TLYk2,85,272,5649.44,20.77,1408,5.176470588235294,5.34596402001539
R_2z7rLZb69WuqDdf,0,2046,44535.07,21.766896383186705,1455,0.7111436950146628,10.080907951587859
R_2z8yiBMflqyv62J,1,284,6460.12,22.746901408450704,1025,3.609154929577465,8.719243843391187
R_2z92A8GULLlSeMS,21,162,6492.96,40.08,1450,8.950617283950617,8.012767047230815
R_2zA3rxZzRWZ8ufq,0,111,2228.33,20.075045045045044,1376,12.396396396396396,7.283372676452078
R_2zAOD6IbPzXuthy,9,327,9695.73,29.650550458715596,1398,4.275229357798165,7.721649985640254
R_2zARigFdY655hAS,2,317,3349.12,10.565047318611986,1440,4.542586750788644,6.58573017810781
R_2zC8AbBh1e5CVcK,17,175,3911.52,22.351542857142856,1404,8.022857142857143,7.227066823891378
R_2zCmQhJtrw3xBtV,11,316,6466.349999999999,20.463132911392403,1423,4.503164556962025,8.113163053246067
R_2zD58KSXqhHfp5e,0,389,10219.36,26.270848329048846,1381,3.55012853470437,7.6594496308340645
R_2zGs5827faHHXFy,4,60,1655.9,27.598333333333336,1438,23.966666666666665,6.819208177917167
R_2zGy2Qj3ENruAYs,5,187,4767.92,25.496898395721924,1457,7.791443850267379,7.391612502516408
R_2zMAiLMp7ySjdto,5,265,7383.51,27.862301886792455,1433,5.407547169811321,7.086236136390154
R_2zMUSIO7EjyAEVO,10,151,2843.06,18.8282119205298,1455,9.635761589403973,6.896754997123272
R_2zMhh48pxUCJZoH,0,1199,20982.89,17.500325271059214,1454,1.212677231025855,8.371073179285112
R_2zNpJuWE3ykIlGh,45,55,1123.42,20.425818181818183,1320,24.0,5.839361768898024
R_2zRSCnBFbSgJpKM,0,394,11270.67,28.605761421319798,1454,3.6903553299492384,8.134922012457617
R_2zSlTKG9lhZH3r9,10,90,3649.41,40.549,1415,15.722222222222221,7.396329158812664
R_2zTPKZY5tEQjsWK,11,129,3857.35,29.901937984496122,1403,10.875968992248062,6.320624399006072
R_2zUBXlqUCKqKDVI,34,90,2503.9900000000002,27.822111111111113,1444,16.044444444444444,5.99378684847755
R_2zYiVYVYRWyKzRl,26,2,55.03,27.515,712,356.0,4.624678652376135
R_2zYlXrEjCOJLRDn,69,64,2258.09,35.28265625,1112,17.375,8.757278811940546
R_2zZ7CfEvq7LOq8p,2,276,4401.92,15.948985507246377,1162,4.2101449275362315,7.57563080433889
R_2zZILpCYQulMji3,54,39,840.12,21.54153846153846,1455,37.30769230769231,5.562372508368662
R_2zZmPKa2kMT70qa,8,206,3612.15,17.53470873786408,1444,7.009708737864078,6.966071355804973
R_2zbtlm4SjXPnwlE,16,36,889.98,24.721666666666668,1450,40.27777777777778,4.86830338551846
R_2zd20eKHRd12Xxg,42,102,2765.28,27.11058823529412,673,6.598039215686274,6.99761426435047
R_2ze9t15YGQDJxR3,0,808,18599.86,23.019628712871288,1458,1.8044554455445545,6.705626854883014
R_2zeSozQQvO6m4Fm,16,54,492.51,9.120555555555555,506,9.37037037037037,6.000176487710004
R_2zeg77xLv8vJ8zA,0,275,2840.38,10.328654545454546,457,1.6618181818181819,6.833010180829821
R_2zejCqxwLOr7Mrm,0,619,18202.76,29.406720516962842,1460,2.358642972536349,8.493291815715382
R_2zl2FPoC5r6TsM6,8,216,4581.95,21.21273148148148,1420,6.574074074074074,5.838488177508492
R_2znDusnDkfyOj3m,103,40,1115.8600000000001,27.896500000000003,1171,29.275,4.700843936056374
R_2zol9Fedci2Wv0e,0,596,15705.66,26.351778523489934,1441,2.4177852348993287,9.011039071797505
R_2zubfTxgRkZA9w0,15,7,406.11,58.01571428571429,762,108.85714285714286,5.130431117550338
R_2zvZKc3RU96nsC7,17,17,518.8,30.517647058823528,831,48.88235294117647,5.63700144096585
R_2zvyVVCgWFeImSg,22,102,2277.88,22.332156862745098,1439,14.107843137254902,5.9310508405473605
R_2zx5hsFmHCVMOGL,14,209,2700.2,12.919617224880382,1454,6.956937799043062,7.6343130573863185
R_2zx8WHXVF7bHyh3,19,189,6372.29,33.71582010582011,1456,7.703703703703703,7.599130891241214
R_2zzG1u6pYDToyGD,0,699,12327.97,17.636580829756795,1430,2.0457796852646637,8.749144242583142
R_3006iqWvyrARyM5,14,281,5080.36,18.079572953736655,1383,4.92170818505338,6.433711499308675
R_301MA8iy9GwvVOe,9,411,10344.62,25.16939172749392,1458,3.5474452554744524,7.92630652647532
R_301qJ8vhV7FSEct,92,1033,23852.14,23.090164569215876,1420,1.3746369796708615,5.808112459499504
R_301uq7vv7YTe7qQ,9,496,13373.69,26.963084677419356,1435,2.8931451612903225,9.104573106940377
R_302AcGuMBj1CfHU,5,284,6429.57,22.639330985915493,1455,5.123239436619718,7.836164287046531
R_305VVV56lf01p3o,1,13,632.61,48.66230769230769,1233,94.84615384615384,6.266650112449227
R_30608xSlGTOqDvx,40,66,2570.38,38.945151515151515,1453,22.015151515151516,7.725983246163723
R_307d5XTXx5NlkaJ,15,214,3164.15,14.785747663551403,1196,5.588785046728972,7.438830488966814
R_3093m6Spz9VzxAK,4,494,10115.8,20.47732793522267,1447,2.92914979757085,7.914069513503881
R_30f0gTKJr78YCy4,7,337,7291.27,21.635816023738872,1449,4.299703264094956,8.224246619103994
R_30hR3b94UKIqg2m,15,75,1152.31,15.364133333333333,1250,16.666666666666668,4.923114696566761
R_30i8wBqfAJYMNTm,43,183,3067.45,16.762021857923497,1456,7.956284153005464,5.359130205944549
R_30kPg5opkenrGPb,7,364,5754.14,15.808076923076923,1458,4.0054945054945055,7.3908663787794175
R_30kkZEiDILgMfhw,11,202,4237.74,20.978910891089107,1455,7.202970297029703,6.843995121507626
R_30kp7Wf9aTgpeIN,9,184,7417.58,40.31293478260869,1452,7.891304347826087,7.867254914441249
R_30pLPRle51eRImG,6,198,4676.15,23.61691919191919,1456,7.353535353535354,7.713060817425886
R_30qTlKzhdIqtgiz,8,279,6868.41,24.61795698924731,931,3.336917562724014,7.588976628673055
R_30tKJbqPUb129Xp,4,349,9469.04,27.131919770773642,1438,4.1203438395415475,7.571494245961496
R_30tLi6WqLJxToYS,46,166,3359.73,20.23933734939759,1423,8.572289156626505,5.4640436469922955
R_30uDhrRCQ3lqTNE,27,192,4232.28,22.043125,1443,7.515625,7.509401017279588
R_30v4IsTwlZaxIiR,10,136,4988.8,36.682352941176475,1448,10.647058823529411,7.40545310910257
R_30v53X5idQpo8kP,4,82,1693.24,20.649268292682926,395,4.817073170731708,7.550540310451532
R_31A7MK65zEMwnkX,0,488,9607.56,19.68762295081967,1449,2.9692622950819674,8.044667985666964
R_31ADYMez64zKe2X,16,758,5821.27,7.679775725593668,1329,1.7532981530343008,6.746623622070738
R_31AjH2FjeqAWfhJ,135,19,359.0,18.894736842105264,950,50.0,4.2189192968037315
R_31EHJndIjqp0OfR,1,284,5906.21,20.79651408450704,1454,5.119718309859155,7.972290138440053
R_31FBFlPtMYUheEy,271,54,720.65,13.34537037037037,1458,27.0,3.4701013603093664
R_31FUiVVyxB6Pb8P,28,44,1224.42,27.827727272727273,1103,25.068181818181817,7.0126376803615456
R_31GkUpaQZYLfUiX,11,68,1567.43,23.05044117647059,1253,18.426470588235293,6.9725125261974155
R_31Gm2oRfrW02nxH,152,18,938.4,52.13333333333333,1289,71.61111111111111,4.939998214496815
R_31H0ZuIQdkAa8US,14,95,1795.31,18.898,1306,13.74736842105263,6.982510184686359
R_31H6YJSlzVQBcEQ,11,116,6095.89,52.55077586206897,1400,12.068965517241379,6.774589533786159
R_31LAZHcaNHPvu3z,4,333,7663.05,23.012162162162163,1434,4.306306306306307,8.116620097868498
R_31LYkoXpSf1q0Ne,16,178,3342.11,18.775898876404494,1454,8.168539325842696,6.422288712349678
R_31LyI2lVjeZ7OVi,5,88,1839.79,20.906704545454545,1426,16.204545454545453,5.383439459964859
R_31MM5x1bJX2MWTy,27,81,1575.49,19.450493827160493,763,9.419753086419753,7.235705592661115
R_31MddZPuw2VomsN,2,405,8317.97,20.538197530864196,1456,3.595061728395062,7.816960971133062
R_31MkP4NtvpSj05l,2,81,1480.6100000000001,18.27913580246914,559,6.901234567901234,5.499542453761224
R_31MoRcfEFe73eTY,2,185,2231.27,12.060918918918919,983,5.313513513513514,6.95676446678319
R_31MyYMIGA4jTZAZ,45,89,1660.31,18.655168539325842,1438,16.15730337078652,6.753402912150755
R_31N44qfBa7196dC,3,88,2829.12,32.14909090909091,1391,15.806818181818182,6.274366462793021
R_31NUIACjGZLbQof,1306,3,27.47,9.156666666666666,1376,458.6666666666667,4.698022803002708
R_31QS1Ms6iQEU3mI,1,470,15767.98,33.54889361702128,1402,2.9829787234042553,8.660406562058844
R_31SNC0DcyjBDcq3,1,513,14255.85,27.78918128654971,1446,2.818713450292398,8.256106310746565
R_31T8fMuMzphe1sL,19,268,9365.45,34.945708955223886,1445,5.391791044776119,6.9151677386975905
R_31TT07OYtzrqP5L,9,16,322.21999999999997,20.138749999999998,1417,88.5625,4.901266757040891
R_31TT1wA5qLC8jaX,1,61,1410.5,23.12295081967213,1394,22.852459016393443,8.051360053569075
R_31WVVx6GX4RkBkW,203,8,154.32,19.29,1321,165.125,7.59005887986094
R_31XAIkcT4o6ACp7,16,242,5645.16,23.32710743801653,844,3.487603305785124,6.668622071748268
R_31XTJUT1qHoBGRZ,1,338,7647.57,22.62594674556213,1458,4.313609467455621,7.666207874041753
R_31XdA1XZzbQOlxU,23,53,2969.01,56.01905660377359,781,14.735849056603774,6.9774305842248605
R_31ZxYxyOSie94bK,7,854,13842.95,16.209543325526933,1442,1.6885245901639345,8.413142928113883
R_31aclNgWw4mxrPd,6,227,4180.15,18.4147577092511,1436,6.325991189427313,6.925742533996524
R_31bj3K9VrF3xiPE,11,493,9491.34,19.252210953346857,1427,2.894523326572008,7.2869516998131285
R_31crBZxAsgey3bN,155,25,561.97,22.4788,1357,54.28,6.723471798874642
R_31g6yAJwsmIpVPR,1,136,1438.02,10.573676470588236,1152,8.470588235294118,6.738792100431068
R_31gUuqxSkTAfMPg,135,38,1090.7,28.70263157894737,226,5.947368421052632,7.610714166926075
R_31hZPGWuIvYTHZ9,1,579,15194.96,26.243454231433503,1457,2.516407599309154,8.97831499375509
R_31hpjsH6qTrIyHn,12,404,6411.2,15.86930693069307,1448,3.5841584158415842,7.617056281173314
R_31i2GAL8OJZdUqq,15,290,7322.5,25.25,1452,5.006896551724138,8.047448728583985
R_31ixLIfyf3xt0RM,12,163,3007.49,18.45085889570552,1455,8.92638036809816,6.480059899232349
R_31n2MLk9w05iLzN,15,531,8857.86,16.681468926553674,1459,2.7476459510357816,7.79668714697486
R_31nNPxjCXdDYRGk,2,646,15600.6,24.149535603715172,1450,2.2445820433436534,8.282594277256177
R_31ow00zD9f3PW6B,115,18,850.91,47.272777777777776,1205,66.94444444444444,4.101485670373467
R_31pjiIS2z0L0g9l,3,256,5361.56,20.94359375,1144,4.46875,6.637205605270657
R_31uVvT36jk3wlHm,2,103,2265.71,21.99718446601942,1288,12.504854368932039,6.848748098402105
R_31vHYfmUkFAL7sQ,32,41,2391.0,58.31707317073171,1354,33.02439024390244,4.424367475163407
R_31yHIoibb7WLDGS,173,49,759.86,15.50734693877551,1295,26.428571428571427,5.491949714487858
R_31ycQ8SiOEF1cUN,10,296,18648.1,63.00033783783783,1402,4.736486486486487,8.635566275182214
R_322sl9lkckDZD5Y,8,61,1450.57,23.779836065573768,1410,23.114754098360656,6.578417531261524
R_322ypxoVpttDXD8,4,109,2193.05,20.119724770642204,1415,12.98165137614679,6.986695841054745
R_322zF0kzv61DYRl,6,133,3811.84,28.66045112781955,886,6.661654135338346,8.10755739807908
R_323eLlTqyrDLgr3,95,116,4223.17,36.40663793103448,1442,12.431034482758621,6.320336546384626
R_325B8uB2XOflUvO,13,176,3199.11,18.176761363636363,1456,8.272727272727273,7.07326971745971
R_325wNEypLBLRTf7,11,417,11424.36,27.396546762589928,1443,3.460431654676259,8.258608973562009
R_325wPQDFbzpv3zZ,12,413,10231.82,24.774382566585956,1446,3.5012106537530268,8.940547987206612
R_32JTTc2KQDDEb85,95,14,237.19,16.94214285714286,1118,79.85714285714286,4.758577732617404
R_32LAHRoBCbjkYZj,1,243,4689.16,19.296954732510287,1447,5.954732510288066,7.668252649232424
R_32LB3ZSknwfpFp4,0,323,8525.91,26.396006191950462,1458,4.513931888544891,7.9304687621420396
R_32LYdapPvjP8C3O,201,36,1364.48,37.90222222222222,1450,40.27777777777778,4.223323943478561
R_32MgYCncUh7NkQE,1,488,8765.7,17.962500000000002,1460,2.9918032786885247,7.498836510833686
R_32Mm71oAJq2K9XK,0,1822,44845.39,24.61327661909989,1458,0.8002195389681669,9.830500644063322
R_32PFJILCpebqj2I,1,869,25648.42,29.514867663981587,1456,1.6754890678941312,8.62387303637629
R_32QlciqXM5GfpTX,39,31,769.69,24.828709677419358,1255,40.483870967741936,5.2140658141004455
R_32R69KRWIzuH9Im,1,393,8098.62,20.607175572519083,1453,3.6972010178117047,9.147488960202258
R_32RSCpvF0PqDFBp,4,806,17724.99,21.991302729528538,1454,1.803970223325062,8.267900717606965
R_32UZncFA03IrQwQ,2,2112,51999.38,24.62091856060606,1454,0.6884469696969697,9.603579715728129
R_32VcKmw1biSyknq,3,317,5097.7699999999995,16.08129337539432,1460,4.605678233438486,7.123962831775229
R_32VlHVeRo7xTWsZ,48,73,1394.48,19.102465753424656,1444,19.78082191780822,7.829284267204397
R_32WrYe9Z7XWF8FL,0,397,13796.81,34.75267002518891,1458,3.672544080604534,7.822913369660357
R_32Wsk7ziaut6JrW,83,149,4020.45,26.982885906040266,1453,9.751677852348994,6.7510897729619295
R_32WvdLjYpicai6o,2,440,10959.21,24.90729545454545,1457,3.3113636363636365,6.957754236076459
R_32XC8AoellfuKcc,7,215,7097.7,33.01255813953488,1434,6.669767441860465,7.304811800471807
R_32XV91fRt8ME5SE,18,106,2426.53,22.89179245283019,1094,10.320754716981131,7.513823807562268
R_3315jeTD7rOEiLV,10,247,6892.9,27.906477732793523,1402,5.676113360323886,8.066160471135841
R_331IZVCzZJ6jtKT,190,30,434.46,14.482,1312,43.733333333333334,6.036079339866934
R_331r8PPvTyqKSoh,17,266,8092.74,30.423834586466164,1457,5.477443609022556,8.11187407265111
R_3339NQMzeTisk3b,79,118,1756.77,14.887881355932203,1445,12.245762711864407,5.647212123167807
R_333cPUAJRgYXqi1,4,603,10973.93,18.198888888888888,1460,2.4212271973466004,8.187190780264768
R_336WhTDSFkAvY2i,12,159,5314.44,33.42415094339622,1440,9.056603773584905,7.059772255511236
R_337tSdhyvzT1Fhc,11,222,7317.1,32.95990990990991,1457,6.563063063063063,7.669285144903339
R_338AsE7QedeQ72w,0,446,8349.0,18.719730941704036,1401,3.1412556053811658,6.829447731713376
R_339iXVPjwR19zGl,32,46,699.59,15.208478260869565,1445,31.41304347826087,5.798910819747778
R_33CMoshOPscuZoK,139,28,610.97,21.820357142857144,1452,51.857142857142854,6.581886625145115
R_33DpUkKukzoZhXa,0,87,1424.15,16.369540229885057,1169,13.436781609195402,7.228119910439835
R_33Dw8oXaXrUFCue,2,308,10317.92,33.49974025974026,1407,4.568181818181818,8.459896650390109
R_33El0GX9AkXCVDU,3,314,8143.96,25.936178343949045,1442,4.592356687898089,7.988050835864349
R_33a2eGfoj5xSrE2,2,456,10325.78,22.644254385964913,1460,3.2017543859649122,7.426078723705461
R_33a4MA36qbvE9o4,3,162,4392.64,27.115061728395062,1443,8.907407407407407,7.838059363574644
R_33akCFp4vDEVENx,10,242,5461.09,22.566487603305784,1232,5.090909090909091,7.9431792456944885
R_33atELTxJdUP4T3,4,29,475.5,16.396551724137932,1312,45.241379310344826,6.005835784406955
R_33d7M6Nr0oXVk6w,0,735,22545.8,30.674557823129252,1459,1.985034013605442,9.00438451238444
R_33dqPtsX8lDC3nH,17,109,2222.06,20.385871559633028,1418,13.009174311926605,5.557561383486969
R_33dxSOlpYwYOjFE,6,345,6905.0,20.014492753623188,1453,4.211594202898551,7.49255972370505
R_33e7mSbpjZVKW82,97,133,2603.33,19.57390977443609,1443,10.849624060150376,6.067754066527567
R_33efXSVVGfbtXGm,11,78,1265.02,16.218205128205128,564,7.230769230769231,6.7714314196204874
R_33fh0DWssIsKwpU,81,219,4945.26,22.58109589041096,1359,6.205479452054795,4.486499256270413
R_33fmWkZdbFSdAqe,21,169,3172.2599999999998,18.77076923076923,1437,8.502958579881657,6.696107892806354
R_33gqD4zbwgtDhQC,13,502,12354.06,24.609681274900396,1457,2.902390438247012,7.639911611856409
R_33gtHIhwfU2ZloY,3,264,5793.8,21.94621212121212,1446,5.4772727272727275,8.01739652449798
R_33jcUkAZ8knoq82,1,674,14831.17,22.004703264094957,1438,2.1335311572700295,8.247096911812898
R_33kcOqAkuOfPeI1,15,238,7181.16,30.172941176470587,1456,6.117647058823529,7.384349641551822
R_33kfPoabdOCxwub,40,134,5694.62,42.49716417910448,1402,10.462686567164178,8.24250894669281
R_33lsJEmPv7wPank,34,90,1023.23,11.369222222222222,1455,16.166666666666668,5.602745930478429
R_33m7KkdGBd1FBPD,275,31,459.6,14.825806451612904,1456,46.96774193548387,5.388569320525063
R_33peF2pSQ188ZAJ,18,37,1091.89,29.510540540540543,1372,37.08108108108108,5.734376339740835
R_33qcWNizw7jG3fK,190,31,1233.34,39.78516129032258,1436,46.32258064516129,6.968746892272492
R_33wIkzVNIsCTsW7,56,86,1859.66,21.623953488372095,1069,12.430232558139535,5.730197180827652
R_33xxVtjHgiJnNli,9,124,2879.85,23.224596774193547,1460,11.774193548387096,5.66559589327096
R_33yyu45asYf9lJ3,50,27,680.87,25.217407407407407,1290,47.77777777777778,4.474833684260088
R_39HhVszlqdawZPP,8,488,7662.56,15.701967213114754,1427,2.9241803278688523,7.901632782108418
R_39P0jt8uXhs48lb,26,108,2900.36,26.855185185185185,1370,12.685185185185185,6.879510113541834
R_3BOSxrIzMJ4BpSh,2,193,3415.5499999999997,17.697150259067357,1456,7.544041450777202,7.042862928660528
R_3CATeNn9pwYX3bv,2,533,4905.89,9.204296435272045,728,1.3658536585365855,7.557452013668136
R_3CBjLbyUvLMsiJP,6,224,3397.62,15.167946428571428,1200,5.357142857142857,6.7394904616779145
R_3CD6TeMBrOUiEmu,27,50,733.52,14.670399999999999,1173,23.46,5.874340669159416
R_3CH1YiBOUKEpwDw,1,182,4644.34,25.51835164835165,1288,7.076923076923077,6.43552517297551
R_3CIrjNnjZFOVvWu,12,496,6085.24,12.268629032258064,1113,2.243951612903226,7.232263372676827
R_3CKmnc9zwNPauw5,0,357,9765.22,27.353557422969185,1450,4.061624649859944,7.591059172959472
R_3CKteaN7MrzuI42,11,40,817.64,20.441,1433,35.825,4.594210345751749
R_3COt7hTo2LLI6He,45,60,1629.93,27.1655,1434,23.9,7.424702129753064
R_3CPK4Ao6WTnMD7n,74,133,3908.35,29.38609022556391,1444,10.857142857142858,7.170573286646459
R_3CTPkeduw6soOUM,24,3,86.9,28.96666666666667,88,29.333333333333332,6.007756115884868
R_3CTqIaRKgDuGP1L,32,29,649.95,22.412068965517243,1385,47.758620689655174,6.589187791393581
R_3CUBiXKNjzw5DhV,17,31,691.73,22.313870967741938,1077,34.74193548387097,6.583257066738626
R_3CUfonTy5lAHkv2,8,330,8981.3,27.216060606060605,1450,4.393939393939394,4.4996985530458575
R_3CVMAH13SNAWjLZ,3,238,4053.62,17.032016806722687,1454,6.109243697478991,7.203092972244795
R_3CZ8DrIEalrYlgu,33,158,3225.71,20.415886075949366,1453,9.19620253164557,6.074288000307095
R_3CZ8EscoSE4qqLu,106,70,2238.32,31.976000000000003,1404,20.057142857142857,4.713845202613747
R_3CZBHYSzEZSu8yb,1,140,5412.12,38.658,1383,9.878571428571428,8.306741259692512
R_3Cz2YHvu6adMgQp,2,168,3277.5,19.508928571428573,758,4.511904761904762,7.266987949148599
R_3D0FIkesMnTGsnm,3,693,10300.17,14.863160173160173,1452,2.0952380952380953,7.8030348135334835
R_3D1OqGz1QgTobzj,1,135,3274.78,24.25762962962963,1414,10.474074074074075,8.383609225981218
R_3D624pTJqKkE6ko,2,318,5902.6,18.561635220125787,1447,4.550314465408805,7.301822342137932
R_3D7xJuXSy25PXbg,2,361,14029.2,38.86204986149585,1457,4.03601108033241,8.030744683322228
R_3D8fwycJF7eksBo,2,386,13120.11,33.98992227979275,1460,3.7823834196891193,7.996256623899518
R_3D8iU1uWpKiBsrI,42,119,3951.25,33.20378151260504,1441,12.109243697478991,6.686372676287407
R_3D8tZyjLz903WIf,1,104,3850.98,37.028653846153844,1459,14.028846153846153,6.880075709875395
R_3DTHzBWuB6iePzb,2,50,986.3,19.726,371,7.42,5.653506206781465
R_3Dbw2bzDMkmC4Kt,2,318,11979.05,37.669968553459114,1455,4.5754716981132075,7.966909226265614
R_3DdKCo2XOGU4KOT,2,723,6092.56,8.426777316735823,1459,2.0179806362378976,7.322734979458887
R_3DdbPgFadLDrK7U,40,274,6012.73,21.944270072992698,1420,5.182481751824818,6.407721216294345
R_3Ddx3PF1GsBUbzX,0,624,20129.13,32.25822115384616,1460,2.33974358974359,8.23921851602117
R_3DdxQK745EEWMzm,9,72,1869.44,25.964444444444446,870,12.083333333333334,7.838733617928131
R_3Dh96T8BVc7DG0Q,309,2,169.98000000000002,84.99000000000001,917,458.5,6.922831066075855
R_3DkfpeA5lhL0kXq,4,311,6027.16,19.379935691318327,1460,4.694533762057878,7.334388095311307
R_3DkircP5jOIPPz3,2,129,2781.99,21.56581395348837,968,7.503875968992248,6.929340630007159
R_3Dkj7WCrUKoBPHe,25,63,1053.55,16.72301587301587,1025,16.26984126984127,4.8931272206343035
R_3DkmDzFowAbQ5vl,13,1416,23882.25,16.865995762711865,1452,1.0254237288135593,8.064268483545085
R_3DqB7pyNczSugtj,11,362,8834.68,24.405193370165748,1457,4.024861878453039,8.339211802453088
R_3DqnvnWvqgEZVbO,52,104,2199.32,21.147307692307695,1456,14.0,5.454380502179625
R_3DteNZbN9pZ6q6A,15,159,3350.11,21.069874213836478,1431,9.0,8.038279585960725
R_3Dvf2b14COFZe0A,2,1286,32226.33,25.059354587869365,1451,1.1283048211508553,8.902650131106093
R_3E252YU4mQvPkIN,271,4,162.92000000000002,40.730000000000004,769,192.25,2.9439125248241944
R_3EEZcujUuRoad1F,53,80,2549.52,31.869,1381,17.2625,5.1023633080227855
R_3EEkdVDJ2YHiSOj,1,426,7564.58,17.757230046948358,1447,3.396713615023474,7.228562601865746
R_3EF2sOVmTNA4e3u,14,258,7964.97,30.871976744186046,1459,5.655038759689923,7.700802091680215
R_3EF584Zf9pAwkir,4,171,3440.32,20.118830409356725,1371,8.017543859649123,5.8737221356264255
R_3EFsFPjORsZZZn5,2,844,31934.829999999998,37.83747630331753,1459,1.7286729857819905,9.025527714966938
R_3EG2lAmDB5qrmUO,28,72,2415.16,33.54388888888889,1397,19.40277777777778,3.970291913552122
R_3EGvqUR9TZQYcPc,17,16,243.20999999999998,15.200624999999999,742,46.375,7.020753552566341
R_3EKDuh477LRPL0t,2,346,4496.79,12.99650289017341,1232,3.560693641618497,8.225294240416416
R_3EKM9mPJL9nwVZP,200,6,366.59000000000003,61.098333333333336,1256,209.33333333333334,2.162172939277301
R_3EKbufgfGp0iJqN,222,58,1496.99,25.810172413793104,1456,25.103448275862068,5.9367707406853345
R_3EMSI0TXB7sUjN4,4,282,6105.82,21.651843971631205,1242,4.404255319148936,7.500391277945694
R_3EMaONYGibovcxQ,4,448,9523.64,21.258125,1453,3.2433035714285716,7.1423055258779655
R_3EMd7qNpZzBTfeI,120,89,1285.03,14.438539325842696,1452,16.314606741573034,4.562888793731485
R_3EPPQDreWBHrYIN,4,129,3955.2200000000003,30.66062015503876,1286,9.968992248062015,6.785757122171288
R_3EPQZIIC10dWrjT,77,83,2744.37,33.064698795180725,1442,17.373493975903614,5.0257209315142966
R_3EQ2dhEXGhy72Xx,12,414,11556.45,27.91413043478261,1436,3.468599033816425,8.203684463590571
R_3EQJpaOtt2aP8HS,3,522,20032.35,38.37614942528735,1460,2.796934865900383,7.540159393211373
R_3ESEXAc9qI9Kwvu,2,205,3921.43,19.12892682926829,1458,7.11219512195122,8.175733337283983
R_3ESuELdvO5mTjxj,12,157,3460.73,22.042866242038215,1391,8.859872611464969,7.280456119496328
R_3EVY4NsMzRR1v2S,0,886,25038.62,28.260293453724604,1459,1.646726862302483,8.742903046953046
R_3EWk755Ir7OPrZ4,1,729,16927.04,23.219533607681758,1460,2.0027434842249656,8.387029834870901
R_3EWpU9jtvio82ZW,6,449,12175.4,27.116703786191536,1407,3.133630289532294,7.529309782917097
R_3EYYSAYh5CMwpuM,19,104,6055.09,58.222019230769234,1395,13.413461538461538,6.389686822446562
R_3EYhs6sdztDRTgU,3,77,2613.5,33.94155844155844,1440,18.7012987012987,6.683260815596971
R_3EZrxwI9XaH5BwK,3,17,474.16999999999996,27.89235294117647,1284,75.52941176470588,5.409948182719222
R_3EaRonpJ9uBZjbf,2,1047,21815.79,20.836475644699142,1246,1.1900668576886342,7.7409252374619095
R_3Ebh099lpNz7iC2,20,339,10032.47,29.594306784660766,1457,4.297935103244837,7.242060884437976
R_3EbttwlSceKvWpl,6,210,5425.55,25.83595238095238,1460,6.9523809523809526,7.968194838503181
R_3EfGwTEabmoSRVI,10,106,3654.2999999999997,34.47452830188679,1117,10.537735849056604,7.678821375103323
R_3EgIvf4lJXZKbGr,12,51,1379.71,27.053137254901962,1261,24.725490196078432,6.778090686355309
R_3EhR0fMrUnhxkXq,19,374,1554.5,4.156417112299465,744,1.9893048128342246,7.266415251447483
R_3EiC7G3wrw70mky,117,34,421.5,12.397058823529411,1247,36.6764705882353,4.21419952403038
R_3Ej8bcREI0F3eu5,7,279,4421.99,15.84942652329749,763,2.7347670250896057,7.0364211039065125
R_3EjukyESzOBwlP3,1,298,5659.12,18.9903355704698,1442,4.8389261744966445,7.454592626443967
R_3ElHoNUS8Tyu7RP,14,379,6406.79,16.904459102902376,1438,3.7941952506596306,7.885799407131774
R_3Em4Q2OBHB3m5rz,5,964,16086.71,16.687458506224065,1457,1.5114107883817427,7.9608958912046415
R_3ErQCzsLvW3VNS4,5,35,1326.35,37.895714285714284,1383,39.51428571428571,4.442415934686665
R_3Es3loppjtpKmVQ,105,34,1470.42,43.24764705882353,1452,42.705882352941174,3.494687724749494
R_3EsC5YHmiHe5s54,0,340,6670.73,19.619794117647057,1456,4.2823529411764705,7.39773308943529
R_3EsdYJiok38Qvto,13,115,4797.55,41.71782608695652,1452,12.626086956521739,7.485177304995143
R_3EstwwBJnGlJRF9,1,234,7149.68,30.554188034188037,1459,6.235042735042735,8.736622654034074
R_3EuLVznxdNt9ygD,2,710,11558.4,16.27943661971831,1454,2.047887323943662,7.943449066904073
R_3EutPfLBwg7pRd5,19,19,377.26,19.85578947368421,1324,69.6842105263158,5.9730204965283855
R_3EzeiT36qvnPNn2,19,114,2891.22,25.361578947368418,1458,12.789473684210526,5.443715569237393
R_3F2KeQRImk5Mttz,17,16,422.69,26.418125,1221,76.3125,5.06050424124939
